性别,出生年份,文化程度,省,市,县,婚姻状况,个人是否有经管类专业学习经历,家庭总人口,年龄超过65岁的人数,年龄小于16岁的成员人数,家庭其他成员的经管类专业学习经历,投资风险厌恶水平,金融知识题,金融知识1,金融知识题,金融知识2,金融知识题回答情况,参与金融市场,金融市场,买房的费用,风险资产,股票资产占比,金融资产,风险资产占比,房地产,购买基金的花费,基金,购买股票的花费,股票,持有的互联网理财产品金额,互联网理财,金融理财产品的总价值,金融理财,债券总市值,债券,金融衍生品的总市值,金融衍生品,黄金的总市值,黄金,非人民币资产的总市值,非人民币资产,是否工作,工作类型,工作体力负荷程度,日均工作时间,工作场所危害健康的因素,个人年收入,个人年收入的范围,家庭工作人数,家庭年收入的种类,家庭年收入的其他种类,家庭总收入金额,家庭总收入范围,家庭总支出的种类,家庭总支出的其他种类,家庭总支出的金额,家庭总支出的金额范围,债券,期货、期权等金融衍生品,黄金,外币资产,其他，请注明,都没有,机关事业单位退休金/离休金,城镇职工基本养老保险（城职保，一般按月缴纳）,新型农村社会养老保险（新农保，按年缴纳）,城镇居民社会养老保险（城居保，按年缴纳）,城乡统一居民社会养老保险（按年缴纳）,其他，请注明,都没有,养老保险,城镇职工基本医疗保险,城镇居民基本医疗保险,新型农村合作医疗保险,城乡居民基本医疗保险, 公费医疗,以上都没有,医疗保险,商业医疗保险,重大疾病保险,收入保障保险,长期看护保险,商业保险,幼儿园/学前班,小学,中学,大学及以上,教育投资,工资性收入,经营性收入,财产性收入,转移性收入,其他收入,日常消费支出,生产经营支出,投资性支出,教育支出,医疗支出,转移支出,其他支出
0,1950,2,上海市,市辖区,宝山区,1,1,5,2,2,1,1,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,1月3日,,8000,,1月5日,,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,,,,,0,1,0,1,0,0,1,0,0,0,1,0,0
0,1965,6,上海市,市辖区,嘉定区,1,1,6,0,1,2,1,2,1,3,1,2,1,1,1000000,1,1,2,0.5,1,,0,500000,1,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1,,1000000,,2001/2/5,,500000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,1995,6,上海市,市辖区,奉贤区,0,1,3,0,0,2,4,2,1,3,1,2,1,1,,1,0,1,1,0,,0,,0,5000,1,,0,,0,,0,,0,,0,0,2,1,1,6,80000,,2,1,,,6,1,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1982,5,上海市,市辖区,奉贤区,1,0,5,2,1,1,2,3,0,3,1,1,1,1,1000000,1,1,2,0.5,1,,0,50000,1,,0,,0,,0,,0,,0,,0,0,1,1,1,6,200000,,2,1月3日,,260000,,1-2-3-4-5-6,,220000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,,,,,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0
1,1980,8,上海市,市辖区,徐汇区,1,0,3,0,1,1,3,2,1,3,1,2,1,2,2600000,2,0.5,3,0.666666667,1,,0,100000,1,100000,1,,0,,0,,0,,0,,0,0,1,1,2,6,120000,,2,1月3日,,300000,,2001/4/5,,80000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
0,1975,3,上海市,市辖区,崇明区,1,1,3,0,0,2,3,2,1,3,1,2,1,2,200000,2,0.5,3,0.666666667,1,,0,20000,1,50000,1,,0,,0,,0,,0,,0,0,1,1,2,4,50000,,2,1,,70000,,2001/3/4,,40000,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
1,1977,2,上海市,市辖区,虹口区,1,1,4,1,0,2,3,,0,2,0,0,0,0,500000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,1,80000,,3,1,,300000,,2001/3/4,,150000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
0,1958,3,上海市,市辖区,杨浦区,1,1,3,0,0,2,3,1,0,,0,0,1,3,1700000,3,0,4,0.75,1,150000,1,,0,,0,,0,2000,1,,0,,0,,0,1,,,,,,,1,3,,500000,,1,,200000,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1976,2,上海市,市辖区,宝山区,1,1,6,2,2,2,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,6,100000,,2,1,,150000,,4月5日,,70000,,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,1959,6,上海市,市辖区,嘉定区,1,1,4,1,0,2,2,2,1,3,1,2,1,1,250000,1,0,2,0.5,1,,0,,0,1500,1,,0,,0,,0,,0,,0,1,,,,,,,2,1,,,5,2001/4/5,,100000,,0,0,0,0,0,0,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,1984,6,上海市,市辖区,嘉定区,0,1,3,2,0,2,1,3,0,2,0,0,1,1,,1,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,3,6,75000,,2,2001/2/5,社保,,4,1-2-3-5-7,旅游,,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,,,,,0,,,,,0,1,1,0,0,1,1,1,1,0,1,0,1
1,1963,4,上海市,市辖区,徐汇区,1,0,3,0,0,1,1,3,0,1,0,0,0,0,6000000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,2,1,1,2,100000,,2,1月3日,,200000,,1月5日,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,,,,,0,1,0,1,0,0,1,0,0,0,1,0,0
0,1975,3,上海市,市辖区,奉贤区,1,1,3,0,1,2,3,2,1,3,1,2,1,3,3000000,2,0,4,0.5,1,,0,,0,,0,80000,1,,0,,0,10000,1,,0,0,1,1,2,6,180000,,2,1月3日,,300000,,2001/3/4,,100000,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
0,1972,8,上海市,市辖区,静安区,1,1,3,0,0,1,4,2,1,3,1,2,1,1,,1,1,1,1,0,,0,20000,1,,0,,0,,0,,0,,0,,0,0,1,2,1,6,100000,,2,1,,200000,,1-3-4-5,,170000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0
0,1993,3,上海市,市辖区,宝山区,0,1,3,1,0,2,2,2,1,3,1,2,1,1,,1,0,1,1,0,,0,,0,30000,1,,0,,0,,0,,0,,0,0,1,1,1,6,70000,,2,1,,,,1,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1973,3,上海市,市辖区,浦东新区,1,1,2,0,0,2,4,1,0,1,0,0,1,1,,1,0,1,1,0,,0,,0,20000,1,,0,,0,,0,,0,,0,0,1,1,1,6,,3,2,1,,,3,1,,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1971,2,上海市,市辖区,宝山区,1,1,2,0,0,2,4,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,2,3,6,48000,,2,1,,60000,,1月5日,,20000,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1950,5,上海市,市辖区,嘉定区,1,1,3,1,0,2,4,3,0,3,1,1,1,1,,1,0,1,1,0,20000,1,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,6,50000,,2,1,,100000,,1-4-5-6,,4000,,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,1,0,0,0,0,1,0,0,1,1,1,0
1,1985,6,上海市,市辖区,嘉定区,1,0,5,2,1,2,1,1,0,3,1,1,1,1,3000000,1,0,2,0.5,1,,0,,0,5000,1,,0,,0,,0,,0,,0,0,1,1,2,6,500000,,2,1月3日,,,,1,,1000000,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
0,1980,4,上海市,市辖区,浦东新区,1,1,3,0,1,2,4,3,0,3,1,1,0,0,900000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,6,1,1,6,,,2,.r,,300000,,1月4日,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,,,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,1955,1,上海市,市辖区,虹口区,1,1,5,2,1,2,4,,0,,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,5,养老金,60000,,1,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1978,3,上海市,市辖区,徐汇区,1,1,4,0,0,1,3,2,1,3,1,2,1,1,500000,1,0,2,0.5,1,,0,,0,300000,1,,0,,0,,0,,0,,0,0,6,1,1,6,100000,,3,1月3日,,150000,,1-2-3-4,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0
0,1959,5,上海市,市辖区,静安区,4,1,4,0,0,2,0,2,1,3,1,2,0,0,550000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1,,200000,,1,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1991,6,上海市,市辖区,奉贤区,0,0,3,0,0,2,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,6,150000,,3,1,,500000,,1月5日,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1978,3,上海市,市辖区,浦东新区,1,1,5,2,0,2,2,2,1,1,0,1,1,1,,1,0,1,1,0,,0,,0,11000,1,,0,,0,,0,,0,,0,0,1,2,2,4,,4,3,1月2日,,,4,1月4日,,50000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
1,1939,0,上海市,市辖区,浦东新区,1,1,4,1,0,2,4,2,1,3,1,2,0,0,300000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1,,200000,,1,,150000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1955,5,上海市,市辖区,嘉定区,1,1,5,0,1,2,4,1,0,3,1,1,1,1,3000000,1,1,2,0.5,1,,0,2000000,1,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1,,,,1-3-4-5,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0
1,1975,5,上海市,市辖区,静安区,1,1,3,0,0,1,2,3,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,1,6,200000,,2,1,,300000,,1月4日,,180000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
0,1976,5,上海市,市辖区,静安区,1,1,6,2,2,2,3,2,1,3,1,2,1,1,,1,0,1,1,0,,0,,0,25000,1,,0,,0,,0,,0,,0,0,3,1,3,6,370000,,2,1-2-3-4,,450000,,1-2-3-4-5,,250000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,0,,,,,0,1,1,1,1,0,1,1,1,1,1,0,0
1,1958,2,上海市,市辖区,虹口区,1,1,3,1,0,2,2,,0,,0,0,0,0,400000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1,,50000,,1,,100000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1997,5,上海市,市辖区,宝山区,0,1,6,4,0,1,3,2,1,1,0,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,3,100000,,6,1月5日,开实体店,500000,,1-3-4-5-6,,400000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,1,1,0,1,1,1,1,0
0,1999,6,上海市,市辖区,宝山区,0,1,3,0,0,2,2,3,0,3,1,1,1,5,,5,0.2,5,1,0,,0,100000,1,,0,,0,500000,1,,0,550000,1,,0,1,,,,,,,2,2月3日,,,,1-2-3-4,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0
0,1981,8,上海市,市辖区,徐汇区,1,1,3,0,1,1,2,2,1,3,1,2,1,2,2000000,2,0,3,0.666666667,1,1000000,1,,0,100000,1,,0,,0,,0,,0,,0,0,1,1,2,4,200000,,2,1月3日,,500000,,2001/4/5,,100000,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
0,1959,2,上海市,市辖区,虹口区,1,1,3,1,0,2,2,2,1,3,1,2,1,3,2000000,3,0.333333333,4,0.75,1,,0,1000000,1,300000,1,,0,0,0,,0,,0,,0,1,,,,,,,2,1月5日,理财,450000,,2001/3/5,,480000,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,,,,,0,1,0,0,0,1,1,0,1,0,1,0,0
0,1960,5,上海市,市辖区,静安区,1,1,3,0,0,2,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,1,6,300000,,1,1,,300000,,1月5日,,200000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1999,6,上海市,市辖区,杨浦区,0,1,5,2,0,1,2,1,0,3,1,1,1,2,,2,0.5,2,1,0,,0,10000,1,20000,1,,0,,0,,0,,0,,0,1,,,,,,,2,1,,,7,1-3-4-5-6,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0
0,1959,5,上海市,市辖区,杨浦区,1,1,3,0,0,2,2,3,0,3,1,1,0,0,500000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,6,300000,,2,1,,400000,,1,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1,1995,6,上海市,市辖区,宝山区,0,1,2,0,0,2,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,1,,,5,1-4-5-6,,60000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,1,1,1,0
0,1978,6,上海市,市辖区,宝山区,1,0,4,1,0,1,1,2,1,3,1,2,1,2,100000,1,0,3,0.333333333,1,,0,,0,180000,1,200000,1,,0,,0,,0,,0,1,,,,,,,2,1月3日,,200000,,2001/3/5,,100000,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,,,,,0,1,0,1,0,0,1,0,1,0,1,0,0
0,1958,2,上海市,市辖区,虹口区,1,1,3,0,0,2,3,3,0,3,1,1,0,0,1000000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,1,,70000,,1,,50000,,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2000,6,上海市,市辖区,虹口区,0,1,3,0,0,2,3,2,1,3,1,2,0,0,500000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1,,100000,,1月4日,,50000,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1999,6,上海市,市辖区,杨浦区,0,1,3,0,0,2,2,3,0,3,1,1,1,1,,1,0,1,1,0,,0,,0,50000,1,,0,,0,,0,,0,,0,1,,,,,,,2,1月3日,,100000,,2001/4/5,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0
0,2000,6,上海市,市辖区,宝山区,0,0,3,0,0,2,0,2,1,3,1,2,1,1,,1,0,1,1,0,,0,,0,10000,1,,0,,0,,0,,0,,0,1,,,,,,,1,2001/2/3,,,,1-2-3-4-5-6,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,,,,,0,1,1,1,0,0,1,1,1,1,1,1,0
1,1987,5,上海市,市辖区,宝山区,1,0,3,0,1,2,2,3,0,3,1,1,1,3,250000,2,0.5,4,0.5,1,,0,350000,1,50000,1,100000,1,,0,,0,,0,,0,0,1,1,2,4,70000,,2,1,,150000,,1月4日,,120000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1,1959,5,上海市,市辖区,杨浦区,1,0,3,1,0,1,2,2,1,3,1,2,1,3,1000000,2,0.5,4,0.5,1,,0,150000,1,50000,1,100000,1,,0,,0,,0,,0,1,,,,,,,2,1月3日,,200000,,1,,150000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1945,1,上海市,市辖区,浦东新区,5,1,8,1,0,2,4,,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,5,1月3日,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
0,1956,7,上海市,市辖区,杨浦区,1,1,2,2,0,2,0,2,1,3,1,2,0,0,100000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,2月3日,,500,,1,,1,,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1957,4,上海市,市辖区,虹口区,5,1,2,0,0,2,4,3,0,3,1,1,0,0,100000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,1,,200000,,1月5日,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1998,6,上海市,市辖区,浦东新区,0,0,3,0,0,2,2,2,1,3,1,2,1,1,600000,1,0,2,0.5,1,,0,0,0,20000,1,,0,,0,,0,,0,,0,1,,,,,,,2,1月3日,,50000,,2001/4/5,,30000,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0
1,1952,1,上海市,市辖区,徐汇区,1,1,2,2,0,2,4,2,1,3,1,2,0,0,3000000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3,,20000,,1月5日,,10000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1958,6,上海市,市辖区,静安区,1,1,3,0,0,2,2,2,1,3,1,2,1,1,,1,1,1,1,0,,0,10000,1,,0,,0,,0,,0,,0,,0,0,1,2,2,1月4日,120000,,2,1,,200000,,1-2-4-5,,300000,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0
0,1957,3,上海市,市辖区,静安区,1,1,5,2,1,2,2,3,0,3,1,1,1,2,3000000,2,0.5,3,0.666666667,1,,0,500000,1,200000,1,,0,,0,,0,,0,,0,0,2,1,1,6,53000,,4,2001/2/3,,,4,1-2-3-4-5,,,4,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,,,,,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0
0,1980,6,上海市,市辖区,浦东新区,1,0,5,1,1,2,3,2,1,3,1,2,1,2,10000000,2,0,3,0.666666667,1,1260,1,,0,200000,1,,0,,0,,0,,0,,0,0,1,1,1,3,1000000,,2,1,,2000000,,1月4日,,500000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,0,,,,,0,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1987,6,上海市,市辖区,静安区,1,1,3,0,1,2,4,2,1,1,0,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,3,96000,,2,1,,160000,,2001/4/5,,160000,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,1957,2,上海市,市辖区,虹口区,1,1,3,0,0,2,3,1,0,3,1,1,1,2,500000,1,1,3,0.333333333,1,,0,500000,1,,0,20000,1,,0,,0,,0,,0,1,,,,,,,1,1,,100000,,1,,40000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1965,5,上海市,市辖区,徐汇区,1,0,4,0,0,1,2,1,0,1,0,0,1,1,,1,1,1,1,0,,0,350000,1,,0,,0,,0,,0,,0,,0,0,4,1,2,6,150000,,3,2,,250000,,1,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1953,2,上海市,市辖区,虹口区,1,1,2,2,0,2,2,3,0,2,0,0,0,0,500000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,5,退休工资,50000,,1月7日,旅游,40000,,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,0,0,0,0,1,1,0,0,0,0,0,1
0,1999,4,上海市,市辖区,静安区,0,1,1,0,0,2,0,2,1,3,1,2,1,1,200000,1,0,2,0.5,1,,0,,0,300,1,,0,,0,,0,,0,,0,1,,,,,,,0,1,,5000,,1,,5000,,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1979,3,上海市,市辖区,浦东新区,1,1,5,3,1,1,4,3,0,3,1,1,1,1,300000,1,1,2,0.5,1,,0,30000,1,,0,,0,,0,,0,,0,,0,0,1,1,2,3,50000,,2,1月3日,,,4,2001/4/5,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0
1,1939,5,上海市,市辖区,虹口区,1,1,2,2,0,2,3,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,100000,,1月5日,,,,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1977,7,上海市,市辖区,静安区,0,0,1,0,0,2,1,1,0,1,0,0,1,2,9000000,2,0.5,3,0.666666667,1,,0,500000,1,50000,1,,0,,0,,0,,0,,0,0,1,1,2,6,180000,,1,1-2-3-4,,250000,,2001/3/5,,220000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,,,,,0,1,1,1,1,0,1,0,1,0,1,0,0
0,1987,7,上海市,市辖区,静安区,1,1,3,0,1,2,2,2,1,3,1,2,1,3,,3,0.333333333,3,1,0,200000,1,70000,1,300000,1,,0,,0,,0,,0,,0,0,1,1,2,3,200000,,2,1,,400000,,1月4日,,200000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1,1956,3,上海市,市辖区,静安区,1,1,2,2,0,2,3,2,1,,0,1,1,1,3000000,1,1,2,0.5,1,,0,200000,1,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,100000,,1月6日,,30000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,0,0,1,1,0,1,0,0,0,0,1,0
1,1982,6,上海市,市辖区,浦东新区,3,1,1,0,0,2,2,2,1,3,1,2,1,4,500000,4,0,5,0.8,1,2000,1,0,0,6000,1,,0,,0,,0,1,1,,0,0,1,1,2,6,200000,,1,1月3日,,200000,,1,,100000,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0
1,2000,6,上海市,市辖区,静安区,0,0,3,0,0,1,3,2,1,3,1,2,1,9,5000000,8,0.125,10,0.8,1,,0,50000,1,10000,1,200000,1,1000000,1,,0,100000,1,100000,1,1,,,,,,,2,2001/2/3,,800000,,1-2-3-4,,600000,,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
0,1987,6,上海市,市辖区,静安区,1,0,3,0,1,1,2,2,1,3,1,2,1,2,,2,0.5,2,1,0,,0,20000,1,50000,1,,0,,0,,0,,0,,0,0,1,1,2,4,200000,,2,1,,300000,,2001/4/5,,150000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,1,1,0,0
